company_id,val_id,edge_typ,node_typ
Q5715556,Q837171,INDUSTRY,Industry
Q421023,Q5740815,HEADQUARTERS,Location
Q5715556,Q3070,HEADQUARTERS,Location
Q2935898,Q3274,HEADQUARTERS,Location
Q421023,Q717,RESIDES_IN,Location
Q5715556,Q774,RESIDES_IN,Location
Q2935898,Q811,RESIDES_IN,Location
Q495504,Q811,RESIDES_IN,Location
Q7896692,Q811,RESIDES_IN,Location
Q16851451,Q811,RESIDES_IN,Location
Q421023,4_employee_count,EMPLOYEE_COUNT_BAND,Quant_Metric
Q5715556,4_employee_count,EMPLOYEE_COUNT_BAND,Quant_Metric
Q2935898,4_employee_count,EMPLOYEE_COUNT_BAND,Quant_Metric
Q495504,4_employee_count,EMPLOYEE_COUNT_BAND,Quant_Metric
Q7896692,4_employee_count,EMPLOYEE_COUNT_BAND,Quant_Metric
Q16851451,4_employee_count,EMPLOYEE_COUNT_BAND,Quant_Metric
Q421023,4_profit,PROFIT_BAND,Quant_Metric
Q5715556,4_profit,PROFIT_BAND,Quant_Metric
Q2935898,4_profit,PROFIT_BAND,Quant_Metric
Q495504,4_profit,PROFIT_BAND,Quant_Metric
Q7896692,4_profit,PROFIT_BAND,Quant_Metric
Q16851451,4_profit,PROFIT_BAND,Quant_Metric
Q421023,4_assets,ASSETS_BAND,Quant_Metric
Q5715556,4_assets,ASSETS_BAND,Quant_Metric
Q2935898,4_assets,ASSETS_BAND,Quant_Metric
Q495504,4_assets,ASSETS_BAND,Quant_Metric
Q7896692,4_assets,ASSETS_BAND,Quant_Metric
Q16851451,4_assets,ASSETS_BAND,Quant_Metric
Q421023,4_equity,EQUITY_BAND,Quant_Metric
Q5715556,4_equity,EQUITY_BAND,Quant_Metric
Q2935898,4_equity,EQUITY_BAND,Quant_Metric
Q495504,4_equity,EQUITY_BAND,Quant_Metric
Q7896692,4_equity,EQUITY_BAND,Quant_Metric
Q16851451,4_equity,EQUITY_BAND,Quant_Metric
Q421023,4_market_cap,MARKET_CAP_BAND,Quant_Metric
Q5715556,4_market_cap,MARKET_CAP_BAND,Quant_Metric
Q2935898,4_market_cap,MARKET_CAP_BAND,Quant_Metric
Q495504,4_market_cap,MARKET_CAP_BAND,Quant_Metric
Q7896692,4_market_cap,MARKET_CAP_BAND,Quant_Metric
Q16851451,4_market_cap,MARKET_CAP_BAND,Quant_Metric
